2	1273852	4543363	06	756303	3969426	-	GTX0536	SL0000003
2	439876	514680	06	4733575	4809933	-	GTX0536	SL0000003
2	536676	1020397	06	4139627	4640252	-	GTX0536	SL0000003
2	4924407	5025239	06	471927	576821	+	GTX0536	SL0000003
2	5130455	5205969	06	208888	290052	-	GTX0536	SL0000003
2	1037608	1098654	06	4051571	4111429	+	GTX0536	SL0000003
2	4547228	4663843	06	629342	755133	+	GTX0536	SL0000003
2	30537	164112	06	4825819	4963711	-	GTX0536	SL0000003
2	1123433	1164229	06	3971022	4009831	-	GTX0536	SL0000003
10	114910	134129	06	4967418	4987445	-	GTX0536	SL0000003
2	5314445	5372723	06	30097	96657	-	GTX0536	SL0000003
2	227063	264665	06	4667613	4703849	+	GTX0536	SL0000003
2	5429723	5449311	06	410	18293	+	GTX0536	SL0000003
2	4878515	4900545	06	579268	601058	-	GTX0536	SL0000003
3	389372	3310014	07	32295	2902066	+	GTX0536	SL0000003
3	4770326	4918656	07	4330857	4482244	-	GTX0536	SL0000003
3	3584643	3715771	07	3234747	3360032	-	GTX0536	SL0000003
3	3451435	3573554	07	3113280	3233661	+	GTX0536	SL0000003
3	4000079	4118578	07	3614783	3733889	+	GTX0536	SL0000003
3	3728532	3849805	07	3361208	3478869	+	GTX0536	SL0000003
3	3850800	3916404	07	3528314	3593686	-	GTX0536	SL0000003
3	4367762	4479363	07	4028860	4133143	-	GTX0536	SL0000003
3	4213003	4280514	07	3828001	3893325	+	GTX0536	SL0000003
3	3418260	3444138	07	2940928	2966767	-	GTX0536	SL0000003
3	3355206	3387007	07	3043745	3080953	-	GTX0536	SL0000003
3	4286071	4315071	07	3944536	3971916	+	GTX0536	SL0000003
3	4168788	4198503	07	3748408	3776741	+	GTX0536	SL0000003
3	4614933	4635188	07	4146052	4165710	-	GTX0536	SL0000003
3	3951741	3978427	07	3493045	3520162	-	GTX0536	SL0000003
3	254857	276846	07	5992	28052	-	GTX0536	SL0000003
3	3333446	3353332	07	3091178	3111568	-	GTX0536	SL0000003
15	2372691	2397077	07	4175447	4201889	+	GTX0536	SL0000003
5	1224482	2951010	08	1122331	2832951	+	GTX0536	SL0000003
5	3110682	3365621	08	3751975	4023266	-	GTX0536	SL0000003
5	568290	1080088	08	510075	1003039	+	GTX0536	SL0000003
5	10764	297348	08	48971	347080	+	GTX0536	SL0000003
5	1082916	1193743	08	1005792	1118022	-	GTX0536	SL0000003
5	3502752	3582957	08	3543024	3625458	-	GTX0536	SL0000003
5	3858187	4008751	08	3232078	3370604	-	GTX0536	SL0000003
5	3021371	3053132	08	2921170	2953229	-	GTX0536	SL0000003
5	4098633	4164525	08	3110684	3187359	-	GTX0536	SL0000003
5	4049904	4076787	08	3189691	3217233	-	GTX0536	SL0000003
5	2965903	3001918	08	3009590	3056331	-	GTX0536	SL0000003
5	3688730	3708025	08	3459395	3479810	-	GTX0536	SL0000003
5	3428489	3465425	08	3650488	3692668	-	GTX0536	SL0000003
5	304407	339004	08	374024	412405	+	GTX0536	SL0000003
5	3743600	3783825	08	3405104	3439789	-	GTX0536	SL0000003
5	365098	391093	08	415979	442804	+	GTX0536	SL0000003
5	506107	525917	08	474971	492538	-	GTX0536	SL0000003
5	3834199	3857324	08	3381865	3402330	-	GTX0536	SL0000003
19	122473	590813	25	128554	601561	+	GTX0536	SL0000003
19	751413	1010327	25	892606	1151485	+	GTX0536	SL0000003
19	1090527	1276158	25	619421	807293	-	GTX0536	SL0000003
19	1600094	1857212	25	1279046	1534161	+	GTX0536	SL0000003
19	1310268	1516547	25	1717247	1926334	-	GTX0536	SL0000003
19	1605	72826	25	16391	93194	+	GTX0536	SL0000003
19	657585	724133	25	1191213	1253089	-	GTX0536	SL0000003
19	1951591	1980500	25	1611836	1643076	+	GTX0536	SL0000003
19	728082	749793	25	865357	885373	+	GTX0536	SL0000003
15	1435579	2236933	24	372749	1193695	-	GTX0536	SL0000003
9	3197765	3299535	24	1847072	1953183	-	GTX0536	SL0000003
7	3663602	3729871	24	1356764	1421528	+	GTX0536	SL0000003
15	1410441	1437803	24	1228759	1256373	+	GTX0536	SL0000003
15	1312486	1377904	24	1270077	1335400	-	GTX0536	SL0000003
15	12008	59676	24	1714822	1761716	-	GTX0536	SL0000003
15	208830	229790	24	1509054	1528866	-	GTX0536	SL0000003
16	581068	1679771	23	453804	1591035	+	GTX0536	SL0000003
16	142764	265716	23	49566	169133	-	GTX0536	SL0000003
16	1840605	2104147	23	1670425	1958700	+	GTX0536	SL0000003
16	2263045	2329538	23	2138367	2217291	+	GTX0536	SL0000003
16	338103	380635	23	183579	225164	+	GTX0536	SL0000003
16	115472	141894	23	394669	420345	+	GTX0536	SL0000003
16	2145742	2185712	23	2030084	2068925	-	GTX0536	SL0000003
16	50176	71574	23	260827	283071	-	GTX0536	SL0000003
13	89306	110858	23	22431	43765	+	GTX0536	SL0000003
16	396595	427781	23	324370	355443	-	GTX0536	SL0000003
16	27071	49164	23	293527	317098	-	GTX0536	SL0000003
17	617627	1745110	22	764601	1907638	+	GTX0536	SL0000003
17	2044799	2250034	22	1957608	2179437	-	GTX0536	SL0000003
17	20278	82343	22	343500	415784	+	GTX0536	SL0000003
10	86747	134071	22	206483	253882	+	GTX0536	SL0000003
10	84012	130163	22	257692	306400	+	GTX0536	SL0000003
10	84012	130164	22	230871	277794	+	GTX0536	SL0000003
10	86747	141503	22	165308	222968	+	GTX0536	SL0000003
17	293854	331321	22	612667	650954	+	GTX0536	SL0000003
17	1843137	1911736	22	2316660	2376012	-	GTX0536	SL0000003
17	174628	231449	22	496687	550680	+	GTX0536	SL0000003
17	1977254	2002102	22	2224985	2250330	+	GTX0536	SL0000003
17	256606	282778	22	576839	603117	-	GTX0536	SL0000003
8	997161	1022306	22	2195995	2220640	+	GTX0536	SL0000003
14	1628098	2952267	21	1478306	2686573	+	GTX0536	SL0000003
7	3735464	3786415	21	216241	257416	-	GTX0536	SL0000003
14	426902	1069361	21	389256	973807	+	GTX0536	SL0000003
14	1248136	1445798	21	1131139	1318527	+	GTX0536	SL0000003
14	1141525	1239602	21	1005022	1102666	-	GTX0536	SL0000003
14	83997	163139	21	17129	97596	+	GTX0536	SL0000003
14	258559	366133	21	260912	371271	+	GTX0536	SL0000003
14	179926	208706	21	142826	171122	+	GTX0536	SL0000003
15	975508	995962	21	175813	196243	-	GTX0536	SL0000003
18	1004283	1149887	20	1008938	1159605	+	GTX0536	SL0000003
18	1841444	1871282	20	1915050	1942102	+	GTX0536	SL0000003
18	1186915	1247304	20	1209862	1273300	+	GTX0536	SL0000003
18	1266869	1330732	20	1309776	1373406	+	GTX0536	SL0000003
18	1527171	1569339	20	1579707	1619280	+	GTX0536	SL0000003
18	2150496	2193476	20	2335608	2373478	-	GTX0536	SL0000003
18	890738	942219	20	937704	992188	+	GTX0536	SL0000003
18	95580	161654	20	38761	106659	+	GTX0536	SL0000003
18	2058725	2106736	20	2421079	2469785	-	GTX0536	SL0000003
18	1393409	1418938	20	1409862	1436543	-	GTX0536	SL0000003
18	1635184	1667911	20	1708534	1742038	+	GTX0536	SL0000003
18	842062	864955	20	859553	885016	+	GTX0536	SL0000003
18	291058	319670	20	234397	263251	+	GTX0536	SL0000003
18	1481911	1517395	20	1538478	1578018	+	GTX0536	SL0000003
18	1718665	1746663	20	1810135	1838720	+	GTX0536	SL0000003
16	2257800	2314183	20	1455742	1511624	-	GTX0536	SL0000003
18	34148	56653	20	48	21097	+	GTX0536	SL0000003
18	451483	470802	20	386699	407060	+	GTX0536	SL0000003
18	1333989	1351282	20	1388898	1408433	-	GTX0536	SL0000003
18	404243	424983	20	341136	360436	+	GTX0536	SL0000003
18	227478	256100	20	178514	205919	+	GTX0536	SL0000003
18	1576126	1604995	20	1645251	1675969	+	GTX0536	SL0000003
18	1686543	1705160	20	1771407	1789555	+	GTX0536	SL0000003
13	1381186	2212777	19	1186944	1983771	+	GTX0536	SL0000003
13	156102	490937	19	5732	340714	-	GTX0536	SL0000003
13	778951	956501	19	734426	922397	+	GTX0536	SL0000003
13	2385442	2540960	19	2505596	2650330	-	GTX0536	SL0000003
13	2583844	2773290	19	1992323	2194272	+	GTX0536	SL0000003
13	492175	628683	19	378419	508330	+	GTX0536	SL0000003
13	1118100	1190919	19	1066928	1135909	+	GTX0536	SL0000003
13	649691	718067	19	568332	637610	+	GTX0536	SL0000003
3	50418	115214	19	2708304	2773981	-	GTX0536	SL0000003
13	2917051	3003543	19	2255129	2338024	-	GTX0536	SL0000003
13	1082798	1111371	19	959321	988927	-	GTX0536	SL0000003
13	2790983	2843109	19	2198371	2253107	-	GTX0536	SL0000003
13	746678	769365	19	655919	678527	+	GTX0536	SL0000003
13	2852506	2916125	19	2351742	2416355	-	GTX0536	SL0000003
13	1237065	1263763	19	1145877	1173750	-	GTX0536	SL0000003
13	2328214	2348848	19	2650662	2670263	-	GTX0536	SL0000003
12	2061356	2407344	18	1301472	1643103	+	GTX0536	SL0000003
12	29682	793396	18	48491	810555	+	GTX0536	SL0000003
12	969580	1262126	18	2199013	2502065	-	GTX0536	SL0000003
12	2435593	2932979	18	818149	1219619	-	GTX0536	SL0000003
12	1505043	1707692	18	1782131	1971440	-	GTX0536	SL0000003
12	1272619	1497459	18	1976260	2195640	+	GTX0536	SL0000003
12	1760639	1799932	18	1722232	1764480	-	GTX0536	SL0000003
12	3060133	3103397	18	2678306	2719411	+	GTX0536	SL0000003
12	1934606	1971593	18	1643912	1683338	-	GTX0536	SL0000003
12	916318	965052	18	2519891	2566211	-	GTX0536	SL0000003
12	1994173	2016289	18	1280532	1300544	+	GTX0536	SL0000003
1	1046063	2972181	17	6518	1838988	-	GTX0536	SL0000003
1	405429	640075	17	1940492	2158499	+	GTX0536	SL0000003
1	24816	297833	17	2626588	2890378	-	GTX0536	SL0000003
1	845566	973630	17	2307490	2428435	-	GTX0536	SL0000003
1	745744	812648	17	2441935	2505388	+	GTX0536	SL0000003
1	346512	388898	17	2243937	2289215	-	GTX0536	SL0000003
1	982123	1036167	17	1888113	1936432	-	GTX0536	SL0000003
1	646838	675369	17	2183759	2211599	+	GTX0536	SL0000003
1	703520	729004	17	2557019	2583337	-	GTX0536	SL0000003
10	835049	2969172	16	369980	2609865	-	GTX0536	SL0000003
10	2975325	3074719	16	264148	367614	+	GTX0536	SL0000003
10	3160232	3248432	16	77873	170626	+	GTX0536	SL0000003
10	355109	545841	16	2621653	2811124	-	GTX0536	SL0000003
10	3080475	3154035	16	182924	259333	-	GTX0536	SL0000003
10	124775	266149	16	2912024	3057961	+	GTX0536	SL0000003
10	114910	130164	16	45655	67381	+	GTX0536	SL0000003
7	1734952	3425054	15	100236	1806625	-	GTX0536	SL0000003
7	12070	366331	15	2725148	3108148	-	GTX0536	SL0000003
7	807958	1059674	15	2492755	2724215	+	GTX0536	SL0000003
7	1629834	1734940	15	1823538	1927081	+	GTX0536	SL0000003
7	1505873	1617019	15	1932733	2055746	-	GTX0536	SL0000003
7	1243150	1401593	15	2156296	2306909	+	GTX0536	SL0000003
7	1189621	1230443	15	2334126	2376953	+	GTX0536	SL0000003
7	1065047	1163428	15	2405205	2491375	-	GTX0536	SL0000003
7	3446235	3487155	15	57114	99722	-	GTX0536	SL0000003
7	1413242	1443592	15	2117447	2146952	-	GTX0536	SL0000003
11	982574	1944065	14	1248852	2219820	-	GTX0536	SL0000003
13	1699700	1745653	14	34275	77445	+	GTX0536	SL0000003
11	6803	571343	14	2452623	2988465	+	GTX0536	SL0000003
11	1983473	2252323	14	684693	965187	+	GTX0536	SL0000003
8	2189854	2270665	14	3103536	3195053	-	GTX0536	SL0000003
11	2306313	2413471	14	980714	1091895	+	GTX0536	SL0000003
11	2532197	2645227	14	552076	665690	-	GTX0536	SL0000003
11	764686	900558	14	2227722	2380258	+	GTX0536	SL0000003
11	3024015	3124738	14	85946	193625	-	GTX0536	SL0000003
11	2442410	2522657	14	1171581	1237954	+	GTX0536	SL0000003
11	2684604	2732681	14	429101	474882	-	GTX0536	SL0000003
11	947862	977351	14	2380654	2408412	-	GTX0536	SL0000003
11	3128874	3155886	14	4360	31170	-	GTX0536	SL0000003
11	2802739	2840465	14	360233	398880	-	GTX0536	SL0000003
10	555901	621545	14	3013044	3085259	+	GTX0536	SL0000003
20	651	46288	14	3195809	3241232	-	GTX0536	SL0000003
11	2917668	2948286	14	259040	288639	-	GTX0536	SL0000003
11	2647885	2672313	14	499398	525153	-	GTX0536	SL0000003
11	2981527	3019096	14	210556	245794	-	GTX0536	SL0000003
1	4811228	5446286	13	1522108	2133831	+	GTX0536	SL0000003
1	3246738	4164903	13	71173	987558	+	GTX0536	SL0000003
2	374991	397873	13	2186701	2209874	+	GTX0536	SL0000003
1	4170536	4400063	13	1258466	1519244	+	GTX0536	SL0000003
1	4614682	4727513	13	989101	1092505	-	GTX0536	SL0000003
1	6513223	6601338	13	3185762	3275135	+	GTX0536	SL0000003
1	5676070	5732343	13	2403031	2463973	+	GTX0536	SL0000003
1	5508009	5598733	13	2224851	2316468	+	GTX0536	SL0000003
1	4402071	4435728	13	1149531	1183503	-	GTX0536	SL0000003
1	5956422	6065393	13	2694445	2812600	+	GTX0536	SL0000003
1	4729475	4810779	13	1186811	1257761	-	GTX0536	SL0000003
1	6161422	6224331	13	2969593	3031434	+	GTX0536	SL0000003
1	5766031	5866646	13	2512685	2610088	+	GTX0536	SL0000003
1	5643795	5667813	13	2359500	2384217	-	GTX0536	SL0000003
1	6253773	6294468	13	2897895	2938641	-	GTX0536	SL0000003
1	6399501	6436337	13	3073032	3107530	-	GTX0536	SL0000003
16	2313416	2343290	13	33219	64566	-	GTX0536	SL0000003
1	5873725	5901776	13	2615953	2646737	-	GTX0536	SL0000003
1	6347398	6371528	13	2844912	2869583	-	GTX0536	SL0000003
1	5934155	5954803	13	2659254	2681149	+	GTX0536	SL0000003
8	747935	1822673	12	938510	1990144	+	GTX0536	SL0000003
8	54676	598293	12	247326	783818	+	GTX0536	SL0000003
8	2503638	3042072	12	2652451	3191435	-	GTX0536	SL0000003
8	1987557	2189265	12	2195076	2410732	+	GTX0536	SL0000003
8	1823224	1981356	12	2005468	2177726	-	GTX0536	SL0000003
8	2287144	2457722	12	2427849	2570587	+	GTX0536	SL0000003
8	3161921	3422767	12	3300662	3562450	+	GTX0536	SL0000003
3	131134	210182	12	82465	158918	-	GTX0536	SL0000003
8	664531	746381	12	823698	901425	-	GTX0536	SL0000003
11	713043	762187	12	186947	234600	+	GTX0536	SL0000003
8	3111592	3138386	12	2602209	2628442	-	GTX0536	SL0000003
8	640354	663706	12	910739	932866	-	GTX0536	SL0000003
3	26906	44548	12	45867	66197	+	GTX0536	SL0000003
6	1811863	3243503	11	832516	2293243	-	GTX0536	SL0000003
6	707309	1411440	11	2295055	2983054	-	GTX0536	SL0000003
6	3725892	4118568	11	33593	399578	-	GTX0536	SL0000003
6	30691	254844	11	3386426	3616319	-	GTX0536	SL0000003
6	3412727	3457654	11	669077	713455	-	GTX0536	SL0000003
6	408372	466961	11	3212016	3271269	+	GTX0536	SL0000003
6	3617498	3668097	11	471387	521181	-	GTX0536	SL0000003
6	597993	635721	11	2984307	3022677	+	GTX0536	SL0000003
6	3533142	3584750	11	542078	596324	+	GTX0536	SL0000003
6	507203	548654	11	3091255	3129372	-	GTX0536	SL0000003
6	3499437	3523701	11	629824	655822	-	GTX0536	SL0000003
6	333107	352736	11	3318061	3336994	-	GTX0536	SL0000003
6	307487	332401	11	3160246	3188394	+	GTX0536	SL0000003
9	798440	1627123	10	1703875	2481534	-	GTX0536	SL0000003
7	3735464	3912142	10	2511523	2717821	+	GTX0536	SL0000003
7	3739210	3912142	10	2610034	2860080	-	GTX0536	SL0000003
9	1943375	2505063	10	811289	1403311	+	GTX0536	SL0000003
9	300241	655132	10	3091761	3426081	-	GTX0536	SL0000003
9	1744015	1868341	10	1556493	1692162	-	GTX0536	SL0000003
9	1650688	1742585	10	1435387	1527226	-	GTX0536	SL0000003
15	1144222	1166045	10	2987921	3004454	-	GTX0536	SL0000003
9	2650391	2746953	10	423785	512072	+	GTX0536	SL0000003
9	2872790	2977995	10	105519	207959	-	GTX0536	SL0000003
9	2526957	2624224	10	628826	715110	-	GTX0536	SL0000003
9	2979261	3059526	10	222343	297428	+	GTX0536	SL0000003
15	1410441	1438292	10	3041879	3072463	+	GTX0536	SL0000003
9	2758054	2800492	10	551750	593581	+	GTX0536	SL0000003
9	70085	119742	10	3667416	3711351	-	GTX0536	SL0000003
9	11699	52743	10	3732014	3768886	-	GTX0536	SL0000003
9	3145176	3177965	10	14839	48300	-	GTX0536	SL0000003
9	2845276	2872405	10	341691	363018	-	GTX0536	SL0000003
9	1887659	1908430	10	729171	748884	-	GTX0536	SL0000003
9	3076303	3096379	10	305822	324284	+	GTX0536	SL0000003
9	3117299	3137230	10	61756	81064	-	GTX0536	SL0000003
18	119519	179023	10	3450497	3510002	+	GTX0536	SL0000003
4	559973	1990863	09	568306	1907907	+	GTX0536	SL0000003
4	2448091	3358042	09	2337859	3162634	+	GTX0536	SL0000003
4	3922426	4033956	09	3604967	3713125	+	GTX0536	SL0000003
4	2146668	2252655	09	2185440	2290386	-	GTX0536	SL0000003
4	2302406	2371659	09	2076655	2144684	+	GTX0536	SL0000003
4	2002755	2109982	09	1954535	2069485	+	GTX0536	SL0000003
4	3589471	3703944	09	3407499	3523021	+	GTX0536	SL0000003
4	4298299	4333627	09	3867325	3901176	+	GTX0536	SL0000003
4	66278	341076	09	40924	324560	+	GTX0536	SL0000003
4	2377238	2402265	09	2294361	2320105	+	GTX0536	SL0000003
4	4167093	4221875	09	3788419	3850764	+	GTX0536	SL0000003
4	361333	407644	09	330873	373671	+	GTX0536	SL0000003
4	524715	548699	09	518008	541383	+	GTX0536	SL0000003
4	3565747	3586469	09	3314689	3333003	-	GTX0536	SL0000003
4	477786	518751	09	457411	497876	+	GTX0536	SL0000003
4	4245192	4272411	09	3363352	3390229	+	GTX0536	SL0000003
