psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
55	2	0	0	0	0	0	0	+	ptg000005c	330516	306575	306632	trnQ-UUG_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_82_ENDKEY	72	9	66	1	57,	306575,	9,
73	0	0	0	0	0	0	0	+	ptg000005c	330516	309235	309308	trnF-GAA_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_436_ENDKEY	73	0	73	1	73,	309235,	0,
73	0	0	0	0	0	0	0	+	ptg000005c	330516	309235	309308	trnF-GAA_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_32_ENDKEY	73	0	73	1	73,	309235,	0,
73	0	0	0	0	0	0	0	+	ptg000005c	330516	309235	309308	trnF-GAA_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_84_ENDKEY	73	0	73	1	73,	309235,	0,
70	3	0	0	0	0	0	0	+	ptg000005c	330516	309235	309308	trnF-GAA_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_488_ENDKEY	73	0	73	1	73,	309235,	0,
65	8	0	0	0	0	0	0	+	ptg000005c	330516	302057	302130	trnR-CCG_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_155_ENDKEY	74	0	73	1	73,	302057,	0,
59	8	0	0	0	0	0	0	+	ptg000005c	330516	302057	302124	trnR-CCG_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_393_ENDKEY	74	0	67	1	67,	302057,	0,
61	6	0	0	0	0	0	0	+	ptg000005c	330516	302057	302124	trnR-CCG_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_128_ENDKEY	74	0	67	1	67,	302057,	0,
67	0	0	0	0	0	0	0	+	ptg000005c	330516	299070	299137	trnT-UGU_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_350_ENDKEY	73	0	67	1	67,	299070,	0,
69	4	0	0	0	0	0	0	+	ptg000005c	330516	299070	299143	trnT-UGU_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_391_ENDKEY	73	0	73	1	73,	299070,	0,
72	1	0	0	0	0	0	0	+	ptg000005c	330516	299070	299143	trnT-UGU_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_110_ENDKEY	73	0	73	1	73,	299070,	0,
62	2	0	0	0	0	0	0	+	ptg000005c	330516	299070	299134	trnT-UGU_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_282_ENDKEY	73	0	64	1	64,	299070,	0,
47	6	0	0	0	0	0	0	+	ptg000005c	330516	266218	266271	trnS-UGA_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_176_ENDKEY	87	0	53	1	53,	266218,	0,
32	1	0	0	0	0	0	0	+	ptg000005c	330516	266271	266304	trnS-UGA_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_176_ENDKEY	87	54	87	1	33,	266271,	54,
41	4	0	0	0	0	0	0	+	ptg000005c	330516	266222	266267	trnS-UGA_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_476_ENDKEY	87	4	49	1	45,	266222,	4,
58	4	0	0	0	0	0	0	+	ptg000005c	330516	265694	265756	trnN-GUU_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_395_ENDKEY	72	4	66	1	62,	265694,	4,
63	4	0	0	0	0	0	0	+	ptg000005c	330516	265695	265762	trnN-GUU_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_13_ENDKEY	72	5	72	1	67,	265695,	5,
61	6	0	0	0	0	0	0	+	ptg000005c	330516	265695	265762	trnN-GUU_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_431_ENDKEY	72	5	72	1	67,	265695,	5,
70	2	0	0	0	0	0	0	+	ptg000005c	330516	265100	265172	trnMe(cau)_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_161_ENDKEY	72	0	72	1	72,	265100,	0,
61	6	0	0	1	1	0	0	+	ptg000005c	330516	232618	232686	trnR-UCU_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_147_ENDKEY	72	5	72	2	15,52,	232618,232634,	5,20,
66	6	0	0	1	1	0	0	+	ptg000005c	330516	232613	232686	trnR-UCU_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_94_ENDKEY	72	0	72	2	19,53,	232613,232633,	0,19,
35	3	0	0	0	0	0	0	+	ptg000005c	330516	232619	232657	trnR-UCU_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_380_ENDKEY	74	6	44	1	38,	232619,	6,
73	10	0	0	0	0	0	0	+	ptg000005c	330516	229642	229725	trnY-GUA_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_149_ENDKEY	83	0	83	1	83,	229642,	0,
79	3	0	0	1	1	0	0	+	ptg000005c	330516	229642	229725	trnY-GUA_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_320_ENDKEY	82	0	82	2	50,32,	229642,229693,	0,50,
45	2	0	0	0	0	0	0	+	ptg000005c	330516	229642	229689	trnY-GUA_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_268_ENDKEY	83	0	47	1	47,	229642,	0,
30	0	0	0	0	0	0	0	+	ptg000005c	330516	229695	229725	trnY-GUA_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_268_ENDKEY	83	53	83	1	30,	229695,	53,
77	6	0	0	0	0	0	0	+	ptg000005c	330516	229642	229725	trnY-GUA_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_497_ENDKEY	83	0	83	1	83,	229642,	0,
68	5	0	0	0	0	0	0	+	ptg000005c	330516	170434	170507	trnT-GGU_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_324_ENDKEY	73	0	73	1	73,	170434,	0,
62	2	0	0	0	0	0	0	+	ptg000005c	330516	170434	170498	trnT-GGU_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_44_ENDKEY	73	0	64	1	64,	170434,	0,
52	3	0	0	1	1	0	0	+	ptg000005c	330516	170444	170500	trnT-GGU_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_trna_ENDCMD_STARTKEY_153_ENDKEY	72	10	65	2	6,49,	170444,170451,	10,16,
