psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
106	14	0	0	0	0	0	0	++	ptg000005c	330516	296568	296688	petG_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_382_ENDKEY	120	0	120	1	120,	296568,	0,
98	31	0	0	0	0	0	0	++	ptg000005c	330516	272679	272808	psbJ_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_197_ENDKEY	129	0	129	1	129,	272679,	0,
107	10	0	0	0	0	0	0	++	ptg000005c	330516	271293	271410	psbL_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_49_ENDKEY	117	0	117	1	117,	271293,	0,
105	12	0	0	0	0	0	0	++	ptg000005c	330516	271293	271410	psbL_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_345_ENDKEY	117	0	117	1	117,	271293,	0,
88	17	0	0	0	0	0	0	++	ptg000005c	330516	296568	296673	petG_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_421_ENDKEY	111	0	105	1	105,	296568,	0,
145	41	0	0	0	0	0	0	++	ptg000005c	330516	103960	104146	psbH_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_391_ENDKEY	237	51	237	1	186,	103960,	51,
77	19	0	0	0	0	0	0	++	ptg000005c	330516	98999	99095	psbT_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_385_ENDKEY	96	0	96	1	96,	98999,	0,
101	16	0	0	0	0	0	0	++	ptg000005c	330516	271293	271410	psbL_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_85_ENDKEY	117	0	117	1	117,	271293,	0,
198	54	0	0	0	0	0	0	++	ptg000005c	330516	270048	270300	psbE_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_186_ENDKEY	252	0	252	1	252,	270048,	0,
209	34	0	0	0	0	0	0	++	ptg000005c	330516	270048	270291	psbE_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_91_ENDKEY	246	0	243	1	243,	270048,	0,
169	29	0	0	0	0	0	0	++	ptg000005c	330516	103948	104146	psbH_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_192_ENDKEY	228	30	228	1	198,	103948,	30,
103	17	0	0	0	0	0	0	++	ptg000005c	330516	296568	296688	petG_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_102_ENDKEY	120	0	120	1	120,	296568,	0,
217	35	0	0	0	0	0	0	++	ptg000005c	330516	270048	270300	psbE_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_351_ENDKEY	252	0	252	1	252,	270048,	0,
114	12	0	0	0	0	0	0	++	ptg000005c	330516	60371	60497	psaJ_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_252_ENDKEY	126	0	126	1	126,	60371,	0,
105	21	0	0	0	0	0	0	++	ptg000005c	330516	60371	60497	psaJ_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_444_ENDKEY	126	0	126	1	126,	60371,	0,
111	15	0	0	0	0	0	0	++	ptg000005c	330516	60371	60497	psaJ_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_370_ENDKEY	126	0	126	1	126,	60371,	0,
83	13	0	0	0	0	0	0	++	ptg000005c	330516	299254	299350	psbI_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_347_ENDKEY	108	0	96	1	96,	299254,	0,
114	15	0	0	0	0	0	0	++	ptg000005c	330516	271141	271270	psbF_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_348_ENDKEY	129	0	129	1	129,	271141,	0,
86	10	0	0	0	0	0	0	++	ptg000005c	330516	98999	99095	psbT_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_296_ENDKEY	96	0	96	1	96,	98999,	0,
331	60	0	0	0	0	0	0	++	ptg000005c	330516	35128	35519	atpE_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_300_ENDKEY	396	0	391	1	391,	35128,	0,
341	64	0	0	0	0	0	0	++	ptg000005c	330516	35128	35533	atpE_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_336_ENDKEY	405	0	405	1	405,	35128,	0,
217	62	0	0	0	0	0	0	++	ptg000005c	330516	35128	35407	atpE_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_222_ENDKEY	399	0	279	1	279,	35128,	0,
100	17	0	0	0	0	0	0	++	ptg000005c	330516	299254	299371	psbI_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_117_ENDKEY	117	0	117	1	117,	299254,	0,
112	17	0	0	0	0	0	0	++	ptg000005c	330516	272679	272808	psbJ_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_46_ENDKEY	129	0	129	1	129,	272679,	0,
97	14	0	0	0	0	0	0	++	ptg000005c	330516	38876	38987	psaI_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_264_ENDKEY	111	0	111	1	111,	38876,	0,
692	169	0	0	1	12	1	9	++	ptg000005c	330516	294021	294894	petA_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_414_ENDKEY	951	81	951	2	582,279,	294021,294615,	81,672,
91	26	0	0	0	0	0	0	++	ptg000005c	330516	271293	271410	psbL_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_194_ENDKEY	117	0	117	1	117,	271293,	0,
484	152	0	0	0	0	0	0	++	ptg000005c	330516	53430	54066	cysA_STARTREF_NC_025533.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_206_ENDKEY	663	0	636	1	636,	53430,	0,
94	26	0	0	0	0	0	0	++	ptg000005c	330516	296568	296688	petG_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_471_ENDKEY	120	0	120	1	120,	296568,	0,
84	10	0	0	0	0	0	0	++	ptg000005c	330516	29892	29986	psbM_STARTREF_NC_025532.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_468_ENDKEY	105	0	94	1	94,	29892,	0,
83	10	0	0	0	0	0	0	++	ptg000005c	330516	29892	29985	psbM_STARTREF_NC_025525.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_498_ENDKEY	105	0	93	1	93,	29892,	0,
83	13	0	0	0	0	0	0	++	ptg000005c	330516	29892	29988	psbM_STARTREF_NC_025524.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_528_ENDKEY	105	0	96	1	96,	29892,	0,
