GTX0536PRED_000001-T1	3448	3205.26	62	17.6345	XBC2
GTX0536PRED_000002-T1	2401	2158.26	209	88.283	XBC2
GTX0536PRED_000003-T1	2569	2326.26	129	50.5552	XBC2
GTX0536PRED_000004-T1	4411	4168.26	613	134.073	XBC2
GTX0536PRED_000005-T1	1071	828.258	97	106.768	XBC2
GTX0536PRED_000006-T1	966	723.258	54	68.0667	XBC2
GTX0536PRED_000007-T1	1876	1633.26	0	0	XBC2
GTX0536PRED_000008-T1	1378	1135.26	102	81.9106	XBC2
GTX0536PRED_000009-T1	1655	1412.26	14	9.0375	XBC2
GTX0536PRED_000010-T1	1264	1021.26	249	222.279	XBC2
GTX0536PRED_000011-T1	1332	1089.26	83	69.4675	XBC2
GTX0536PRED_000012-T1	1041	798.258	0	0	XBC2
GTX0536PRED_000013-T1	1158	915.258	8	7.96858	XBC2
GTX0536PRED_000014-T1	486	243.308	0	0	XBC2
GTX0536PRED_000015-T1	2188	1945.26	102	47.8032	XBC2
GTX0536PRED_000016-T1	1347	1104.26	51	42.105	XBC2
GTX0536PRED_000017-T1	3621	3378.26	123	33.193	XBC2
GTX0536PRED_000018-T1	2060	1817.26	33	16.5551	XBC2
GTX0536PRED_000019-T1	2023	1780.26	24	12.2903	XBC2
GTX0536PRED_000020-T1	4062	3819.26	159	37.9536	XBC2
GTX0536PRED_000020-T2	2977	2734.26	0	0	XBC2
GTX0536PRED_000021-T1	3498	3255.26	22	6.16129	XBC2
GTX0536PRED_000022-T1	1038	795.258	0	0	XBC2
GTX0536PRED_000022-T2	1051	808.258	4	4.51174	XBC2
GTX0536PRED_000022-T3	899	656.258	0	0	XBC2
GTX0536PRED_000023-T1	2398	2155.26	127	53.7203	XBC2
GTX0536PRED_000024-T1	302	72.516	40	502.875	XBC2
GTX0536PRED_000025-T1	1264	1021.26	1	0.892686	XBC2
GTX0536PRED_000026-T1	1095	852.258	0	0	XBC2
GTX0536PRED_000027-T1	339	101.243	0	0	XBC2
GTX0536PRED_000028-T1	5616	5373.26	3	0.509	XBC2
GTX0536PRED_000029-T1	2591	2348.26	23	8.92928	XBC2
GTX0536PRED_000030-T1	1413	1170.26	14	10.9064	XBC2
GTX0536PRED_000031-T1	696	453.258	0	0	XBC2
GTX0536PRED_000032-T1	1778	1535.26	6	3.5629	XBC2
GTX0536PRED_000033-T1	7630	7387.26	32	3.94913	XBC2
GTX0536PRED_000034-T1	2862	2619.26	57	19.8395	XBC2
GTX0536PRED_000035-T1	405	162.941	0	0	XBC2
GTX0536PRED_000036-T1	417	174.773	0	0	XBC2
GTX0536PRED_000037-T1	1875	1632.26	0	0	XBC2
GTX0536PRED_000038-T1	3714	3471.26	0	0	XBC2
GTX0536PRED_000038-T2	4256	4013.26	6	1.36298	XBC2
GTX0536PRED_000039-T1	339	101.243	0	0	XBC2
GTX0536PRED_000040-T1	873	630.258	0	0	XBC2
GTX0536PRED_000041-T1	336	98.6671	0	0	XBC2
GTX0536PRED_000042-T1	273	54.6726	0	0	XBC2
GTX0536PRED_000043-T1	510	267.286	0	0	XBC2
GTX0536PRED_000044-T1	213	33.1441	13	357.578	XBC2
GTX0536PRED_000045-T1	495	252.295	996	3599.02	XBC2
GTX0536PRED_000046-T1	1381	1138.26	34	27.2316	XBC2
GTX0536PRED_000047-T1	1544	1301.26	0	0	XBC2
GTX0536PRED_000047-T2	1281	1038.26	4	3.51228	XBC2
GTX0536PRED_000048-T1	8171	7928.26	165	18.9732	XBC2
GTX0536PRED_000049-T1	666	423.258	0	0	XBC2
GTX0536PRED_000050-T1	668	425.258	698	1496.36	XBC2
GTX0536PRED_000051-T1	3192	2949.26	0	0	XBC2
GTX0536PRED_000052-T1	576	333.271	0	0	XBC2
GTX0536PRED_000053-T1	771	528.258	0	0	XBC2
GTX0536PRED_000054-T1	2635	2392.26	6	2.28653	XBC2
GTX0536PRED_000055-T1	911	668.258	248	338.331	XBC2
GTX0536PRED_000056-T1	1623	1380.26	396	261.559	XBC2
GTX0536PRED_000057-T1	1089	846.258	2324	2503.62	XBC2
GTX0536PRED_000058-T1	7803	7560.26	71	8.56162	XBC2
GTX0536PRED_000059-T1	879	636.258	0	0	XBC2
GTX0536PRED_000060-T1	2399	2156.26	2	0.845597	XBC2
GTX0536PRED_000060-T2	2711	2468.26	0	0	XBC2
GTX0536PRED_000061-T1	303	73.1697	0	0	XBC2
GTX0536PRED_000062-T1	2659	2416.26	3	1.13191	XBC2
GTX0536PRED_000063-T1	3421	3178.26	194	55.6477	XBC2
GTX0536PRED_000064-T1	2051	1808.26	169	85.2041	XBC2
GTX0536PRED_000065-T1	1527	1284.26	0	0	XBC2
GTX0536PRED_000066-T1	3023	2780.26	11	3.60696	XBC2
GTX0536PRED_000066-T2	1699	1456.26	0	0	XBC2
GTX0536PRED_000067-T1	4410	4167.26	1	0.218768	XBC2
GTX0536PRED_000068-T1	690	447.258	48	97.8402	XBC2
GTX0536PRED_000069-T1	276	56.29	0	0	XBC2
GTX0536PRED_000070-T1	972	729.258	52	65.0065	XBC2
GTX0536PRED_000071-T1	1014	771.258	135.352	159.992	XBC2
GTX0536PRED_000072-T1	351	111.655	0	0	XBC2
GTX0536PRED_000073-T1	915	672.258	18	24.4102	XBC2
GTX0536PRED_000074-T1	2658	2415.26	7	2.64222	XBC2
GTX0536PRED_000075-T1	1736	1493.26	72	43.9574	XBC2
GTX0536PRED_000076-T1	4646	4403.26	0	0	XBC2
GTX0536PRED_000076-T2	4052	3809.26	12	2.87194	XBC2
GTX0536PRED_000077-T1	2163	1920.26	0	0	XBC2
GTX0536PRED_000077-T2	2247	2004.26	0	0	XBC2
GTX0536PRED_000077-T3	1429	1186.26	0	0	XBC2
GTX0536PRED_000078-T1	1587	1344.26	0	0	XBC2
GTX0536PRED_000079-T1	2992	2749.26	71	23.5438	XBC2
GTX0536PRED_000080-T1	3625	3382.26	22	5.92994	XBC2
GTX0536PRED_000081-T1	1871	1628.26	88	49.2713	XBC2
GTX0536PRED_000082-T1	1176	933.258	288	281.336	XBC2
GTX0536PRED_000083-T1	2998	2755.26	39	12.9044	XBC2
