GTX0536PRED_000001-T1	3448	3201.66	2077	28.2115	GTX0549
GTX0536PRED_000002-T1	2401	2154.66	2175	43.8981	GTX0549
GTX0536PRED_000003-T1	2569	2322.66	2111	39.5246	GTX0549
GTX0536PRED_000004-T1	4411	4164.66	4354	45.4646	GTX0549
GTX0536PRED_000005-T1	1071	824.659	1262	66.5502	GTX0549
GTX0536PRED_000006-T1	966	719.659	610	36.8611	GTX0549
GTX0536PRED_000007-T1	1876	1629.66	4	0.10674	GTX0549
GTX0536PRED_000008-T1	1378	1131.66	1014	38.9661	GTX0549
GTX0536PRED_000009-T1	1655	1408.66	568	17.5351	GTX0549
GTX0536PRED_000010-T1	1264	1017.66	4808	205.46	GTX0549
GTX0536PRED_000011-T1	1332	1085.66	462.218	18.5147	GTX0549
GTX0536PRED_000012-T1	1041	794.659	6	0.328349	GTX0549
GTX0536PRED_000013-T1	1158	911.659	1129	53.855	GTX0549
GTX0536PRED_000014-T1	486	240.374	14	2.53282	GTX0549
GTX0536PRED_000015-T1	2188	1941.66	1034	23.1586	GTX0549
GTX0536PRED_000016-T1	1347	1100.66	306	12.0902	GTX0549
GTX0536PRED_000017-T1	3621	3374.66	4186	53.9429	GTX0549
GTX0536PRED_000018-T1	2060	1813.66	1010	24.2176	GTX0549
GTX0536PRED_000019-T1	2023	1776.66	1086	26.5822	GTX0549
GTX0536PRED_000020-T1	4062	3815.66	3232.65	36.8429	GTX0549
GTX0536PRED_000020-T2	2977	2730.66	232.353	3.70038	GTX0549
GTX0536PRED_000021-T1	3498	3251.66	970	12.9727	GTX0549
GTX0536PRED_000022-T1	1038	791.659	187.708	10.3112	GTX0549
GTX0536PRED_000022-T2	1051	804.659	570.864	30.8521	GTX0549
GTX0536PRED_000022-T3	899	652.659	46.4281	3.09356	GTX0549
GTX0536PRED_000023-T1	2398	2151.66	2603.3	52.6158	GTX0549
GTX0536PRED_000024-T1	302	69.0311	1301	819.591	GTX0549
GTX0536PRED_000025-T1	1264	1017.66	386	16.4949	GTX0549
GTX0536PRED_000026-T1	1095	848.659	1028	52.6774	GTX0549
GTX0536PRED_000027-T1	339	99.3015	1004	439.686	GTX0549
GTX0536PRED_000028-T1	5616	5369.66	5	0.0404937	GTX0549
GTX0536PRED_000029-T1	2591	2344.66	566	10.4979	GTX0549
GTX0536PRED_000030-T1	1413	1166.66	369	13.7546	GTX0549
GTX0536PRED_000031-T1	696	449.754	269	26.0101	GTX0549
GTX0536PRED_000032-T1	1778	1531.66	658	18.6822	GTX0549
GTX0536PRED_000033-T1	7630	7383.66	10856	63.9386	GTX0549
GTX0536PRED_000034-T1	2862	2615.66	2548	42.3626	GTX0549
GTX0536PRED_000035-T1	405	160.917	0	0	GTX0549
GTX0536PRED_000036-T1	417	172.656	1	0.251874	GTX0549
GTX0536PRED_000037-T1	1875	1628.66	163	4.35233	GTX0549
GTX0536PRED_000038-T1	3714	3467.66	26.2871	0.329663	GTX0549
GTX0536PRED_000038-T2	4256	4009.66	223.713	2.42632	GTX0549
GTX0536PRED_000039-T1	339	99.3015	507	222.033	GTX0549
GTX0536PRED_000040-T1	873	626.714	1721	119.42	GTX0549
GTX0536PRED_000041-T1	336	96.655	124	55.7907	GTX0549
GTX0536PRED_000042-T1	273	50.3521	157	135.596	GTX0549
GTX0536PRED_000043-T1	510	264.136	447	73.5942	GTX0549
GTX0536PRED_000044-T1	213	30.1543	779	1123.45	GTX0549
GTX0536PRED_000045-T1	495	249.269	11583	2020.78	GTX0549
GTX0536PRED_000046-T1	1381	1134.66	2007.9	76.9558	GTX0549
GTX0536PRED_000047-T1	1544	1297.66	551.678	18.488	GTX0549
GTX0536PRED_000047-T2	1281	1034.66	41.4216	1.74098	GTX0549
GTX0536PRED_000048-T1	8171	7924.66	3383	18.5646	GTX0549
GTX0536PRED_000049-T1	666	419.754	724	75.0082	GTX0549
GTX0536PRED_000050-T1	668	421.754	2714	279.844	GTX0549
GTX0536PRED_000051-T1	3192	2945.66	75	1.10724	GTX0549
GTX0536PRED_000052-T1	576	329.784	1	0.131867	GTX0549
GTX0536PRED_000053-T1	771	524.714	456	37.7926	GTX0549
GTX0536PRED_000054-T1	2635	2388.66	963	17.5322	GTX0549
GTX0536PRED_000055-T1	911	664.659	2693	176.198	GTX0549
GTX0536PRED_000056-T1	1623	1376.66	5725	180.848	GTX0549
GTX0536PRED_000057-T1	1089	842.659	12053	622.025	GTX0549
GTX0536PRED_000058-T1	7803	7556.66	1839	10.5832	GTX0549
GTX0536PRED_000059-T1	879	632.714	30.0409	2.06476	GTX0549
GTX0536PRED_000060-T1	2399	2152.66	41	0.828273	GTX0549
GTX0536PRED_000060-T2	2711	2464.66	0	0	GTX0549
GTX0536PRED_000061-T1	303	69.7326	1358	846.893	GTX0549
GTX0536PRED_000062-T1	2659	2412.66	2078	37.4554	GTX0549
GTX0536PRED_000063-T1	3421	3174.66	3946	54.0536	GTX0549
GTX0536PRED_000064-T1	2051	1804.66	1611	38.8208	GTX0549
GTX0536PRED_000065-T1	1527	1280.66	763	25.9093	GTX0549
GTX0536PRED_000066-T1	3023	2776.66	486.576	7.62066	GTX0549
GTX0536PRED_000066-T2	1699	1452.66	258.424	7.73631	GTX0549
GTX0536PRED_000067-T1	4410	4163.66	34	0.355114	GTX0549
