psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
239	85	0	0	0	0	0	0	++	ptg000001c	119484	55642	55966	rpl16_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_159_ENDKEY	423	0	324	1	324,	55642,	0,
445	140	0	0	1	21	1	33	++	ptg000001c	119484	52364	52970	nad6_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_214_ENDKEY	618	0	618	2	357,228,	52364,52742,	0,390,
125	43	0	0	1	30	1	30	++	ptg000001c	119484	34211	34409	rps14_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_127_ENDKEY	300	54	252	2	48,120,	34211,34289,	54,132,
277	98	0	0	0	0	0	0	++	ptg000001c	119484	31309	31684	rps12_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_181_ENDKEY	384	0	375	1	375,	31309,	0,
240	63	0	0	0	0	0	0	++	ptg000001c	119484	53566	53869	nad4L_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_278_ENDKEY	303	0	303	1	303,	53566,	0,
277	77	0	0	0	0	0	0	++	ptg000001c	119484	49023	49377	nad3_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_236_ENDKEY	354	0	354	1	354,	49023,	0,
929	269	0	0	0	0	0	0	++	ptg000001c	119484	49835	51033	nad7_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_243_ENDKEY	1422	224	1422	1	1198,	49835,	224,
113	64	0	0	0	0	0	0	++	ptg000001c	119484	30332	30509	rps4_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_175_ENDKEY	1824	621	798	1	177,	30332,	621,
89	34	0	0	0	0	0	0	++	ptg000001c	119484	32821	32944	rps7_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_191_ENDKEY	1611	1320	1443	1	123,	32821,	1320,
78	45	0	0	0	0	0	0	++	ptg000001c	119484	98717	98840	rpl5_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_239_ENDKEY	1059	498	621	1	123,	98717,	498,
1265	301	0	0	1	1372	0	0	++	ptg000001c	119484	58836	61774	cox1_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_5_ENDKEY	1581	0	1566	2	867,699,	58836,61075,	0,867,
208	102	0	0	0	0	0	0	-+	ptg000001c	119484	43507	43817	rps13_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_153_ENDKEY	348	8	318	1	310,	75667,	8,
205	122	0	0	1	48	1	24	-+	ptg000001c	119484	43848	44223	rpl6_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_149_ENDKEY	630	279	630	2	111,216,	75261,75420,	279,414,
184	41	0	0	0	0	0	0	-+	ptg000001c	119484	88747	88972	atp9_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_113_ENDKEY	225	0	225	1	225,	30512,	0,
202	72	0	0	5	185	3	197	-+	ptg000001c	119484	87358	87817	rps2_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_130_ENDKEY	897	327	798	6	24,5,10,11,32,192,	31667,31829,31836,31848,31860,31934,	327,464,469,479,505,606,
115	47	0	0	0	0	0	0	-+	ptg000001c	119484	24190	24352	rps11_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_121_ENDKEY	405	87	249	1	162,	95132,	87,
407	157	0	0	0	0	0	0	-+	ptg000001c	119484	17666	18230	nad9_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_67_ENDKEY	630	51	615	1	564,	101254,	51,
120	40	0	0	0	0	0	0	-+	ptg000001c	119484	100839	100999	rps19_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_286_ENDKEY	324	138	298	1	160,	18485,	138,
170	55	0	0	0	0	0	0	-+	ptg000001c	119484	12329	12554	atp8_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_53_ENDKEY	585	0	225	1	225,	106930,	0,
938	361	0	0	2	69	2	51	-+	ptg000001c	119484	38981	40349	nad2_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_71_ENDKEY	1590	51	1401	3	138,450,711,	79135,79306,79792,	51,222,690,
766	221	0	0	0	0	0	0	-+	ptg000001c	119484	183	1170	nad1_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_204_ENDKEY	987	0	987	1	987,	118314,	0,
766	221	0	0	0	0	0	0	-+	ptg000001c	119484	109667	110654	nad1_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_204_ENDKEY	987	0	987	1	987,	8830,	0,
1207	314	0	0	0	0	0	0	-+	ptg000001c	119484	1925	3446	atp1_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_33_ENDKEY	1533	0	1521	1	1521,	116038,	0,
1207	314	0	0	0	0	0	0	-+	ptg000001c	119484	111409	112930	atp1_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_33_ENDKEY	1533	0	1521	1	1521,	6554,	0,
120	45	0	0	1	39	1	39	-+	ptg000001c	119484	90117	90321	rps10_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_323_ENDKEY	330	120	324	2	87,78,	29163,29289,	120,246,
1091	367	0	0	0	0	0	0	-+	ptg000001c	119484	103421	104879	nad4_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_209_ENDKEY	1485	0	1458	1	1458,	14605,	0,
926	220	0	0	1	1628	0	0	-+	ptg000001c	119484	19361	22135	cob_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_219_ENDKEY	1203	0	1146	2	417,729,	97349,99394,	0,417,
185	76	0	0	0	0	0	0	-+	ptg000001c	119484	5868	6129	atp4_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_49_ENDKEY	606	6	267	1	261,	113355,	6,
185	76	0	0	0	0	0	0	-+	ptg000001c	119484	115352	115613	atp4_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_49_ENDKEY	606	6	267	1	261,	3871,	6,
597	150	0	0	0	0	0	0	-+	ptg000001c	119484	10060	10807	cox2_STARTREF_NC_027060.1.genbank_ENDREF_STARTCMD_cds_ENDCMD_STARTKEY_248_ENDKEY	819	72	819	1	747,	108677,	72,
